aX,aY,aZ,gX,gY,gZ
0.856,0.574,0.169,52.429,59.143,-83.008
0.938,0.615,0.390,64.392,62.317,-69.519
1.010,0.655,0.514,59.998,63.721,-45.349
0.996,0.563,0.660,42.480,63.477,-28.809
0.906,0.524,0.736,16.541,71.716,-20.996
0.879,0.524,0.819,-8.789,79.041,-18.188
0.845,0.578,0.837,-30.396,83.374,-18.677
0.776,0.623,0.782,-47.424,85.022,-15.564
0.705,0.590,0.671,-49.622,72.021,-10.620
0.611,0.559,0.625,-35.034,55.908,-10.254
0.522,0.509,0.673,-8.423,34.363,-16.968
0.485,0.462,0.769,16.235,18.188,-23.376
0.446,0.421,0.867,26.245,6.226,-23.621
0.380,0.376,0.918,22.766,-2.441,-20.813
0.274,0.301,0.904,12.451,-4.028,-14.099
0.206,0.240,0.863,2.380,-3.906,-6.958
0.160,0.179,0.855,-2.625,-2.258,-3.357
0.187,0.156,0.838,-4.639,2.930,-1.648
0.205,0.134,0.860,-3.113,6.409,2.686
0.169,0.081,0.917,-0.061,8.301,8.240
0.152,0.039,0.954,1.953,12.146,14.038
0.117,-0.004,1.021,3.601,16.968,19.958
0.083,-0.046,1.067,4.761,19.592,23.071
0.025,-0.093,1.102,6.592,16.357,25.146
-0.007,-0.153,1.093,7.141,8.484,26.306
-0.042,-0.178,1.049,5.920,3.784,24.475
-0.057,-0.186,1.016,4.211,3.601,20.264
0.145,0.010,1.056,-17.395,-6.836,-1.038
0.131,0.007,1.071,-22.461,-6.348,-0.793
0.125,0.008,1.084,-26.123,-9.216,-0.366
0.127,0.003,1.090,-27.954,-15.564,-0.671
0.127,0.016,1.067,-29.297,-22.522,-3.113
0.127,0.035,1.039,-30.579,-28.931,-5.737
0.131,0.052,1.016,-30.701,-38.086,-7.812
0.143,0.068,0.984,-31.921,-49.072,-7.080
0.149,0.087,0.956,-37.720,-55.847,-5.066
0.165,0.094,0.965,-45.349,-61.890,-1.221
0.194,0.109,0.971,-55.054,-70.435,6.287
0.215,0.110,0.943,-66.162,-83.923,15.930
0.240,0.104,0.868,-76.477,-101.379,26.123
0.278,0.128,0.798,-87.097,-119.080,38.757
0.301,0.063,0.651,-100.464,-134.155,52.612
0.349,0.037,0.486,-112.305,-154.602,61.584
0.323,0.059,0.302,-119.934,-168.762,67.017
0.386,0.035,0.063,-127.869,-171.204,66.956
0.369,0.064,-0.215,-129.456,-167.236,61.401
0.387,0.137,-0.494,-120.911,-161.743,50.171
0.406,0.252,-0.793,-107.971,-141.724,32.349
0.413,0.398,-1.076,-85.632,-107.300,14.160
0.453,0.553,-1.247,-52.795,-64.758,3.540
0.406,0.702,-1.334,-14.160,-14.160,2.747
0.513,0.717,-1.361,27.466,36.316,8.057
0.610,0.690,-1.312,74.707,77.393,16.479
0.715,0.568,-1.204,120.483,105.408,25.452
0.808,0.429,-1.025,161.377,126.831,35.217
0.873,0.306,-0.753,193.298,142.029,46.021
0.929,0.182,-0.436,208.740,149.048,60.120
0.990,0.070,-0.231,207.458,151.550,78.430
0.957,-0.104,-0.036,202.759,151.306,95.337
0.900,-0.319,0.184,201.721,156.067,107.727
0.761,-0.486,0.496,203.491,166.321,114.319
0.654,-0.704,0.901,207.153,171.082,115.417
0.598,-0.915,1.329,205.811,181.030,112.366
0.561,-1.001,1.709,193.054,193.787,104.553
0.500,-1.008,2.058,173.889,194.885,94.177
0.432,-1.059,2.419,157.837,189.880,87.524
0.361,-1.103,2.645,143.921,179.077,84.839
0.392,-1.146,2.914,130.432,169.983,84.595
0.340,-1.138,3.109,114.746,148.132,84.534
0.319,-1.122,3.101,91.003,123.047,84.106
0.762,-0.913,3.343,66.833,96.863,84.045
0.177,-0.762,3.165,39.551,19.043,108.398
0.012,-1.164,2.566,46.082,-50.842,88.745
-0.188,-1.073,2.315,73.914,-20.325,57.251
-0.287,-1.104,2.272,80.872,32.532,45.349
-0.222,-1.293,2.448,59.753,38.086,31.250
-0.248,-1.226,2.716,41.199,36.621,27.161
-0.223,-1.309,2.751,32.471,27.771,22.522
-0.192,-1.361,2.840,21.851,18.799,20.752
-0.246,-1.477,2.821,4.395,1.343,11.353
-0.235,-1.499,2.667,-14.526,-12.756,3.540
-0.254,-1.469,2.515,-26.611,-30.518,-9.399
-0.289,-1.448,2.284,-33.569,-50.964,-25.879
-0.236,-1.388,1.992,-34.912,-69.397,-44.556
-0.207,-1.327,1.763,-28.198,-79.956,-60.120
-0.162,-1.240,1.601,-17.639,-86.914,-74.341
-0.118,-1.206,1.513,-10.742,-84.961,-82.947
-0.097,-1.332,1.509,-8.545,-74.585,-87.280
-0.113,-1.488,1.571,-13.550,-61.096,-95.337
-0.083,-1.472,1.527,-27.893,-52.795,-111.938
-0.020,-1.456,1.513,-43.457,-53.528,-128.357
0.039,-1.383,1.467,-47.546,-57.800,-145.081
0.069,-1.325,1.422,-36.011,-77.515,-165.588
0.123,-1.276,1.358,-18.066,-105.225,-184.021
0.186,-1.208,1.333,-1.770,-125.854,-196.350
0.294,-1.138,1.284,6.470,-136.719,-203.369
0.388,-1.057,1.161,3.418,-139.465,-203.308
0.413,-0.977,1.086,-4.700,-128.052,-198.425
0.387,-0.960,1.084,-15.320,-106.995,-192.566
0.348,-0.990,1.052,-29.114,-87.830,-189.270
0.315,-1.052,1.011,-42.480,-75.012,-190.491
0.321,-0.988,0.968,-54.871,-65.918,-199.707
0.347,-0.873,0.864,-60.242,-58.594,-213.257
0.405,-0.723,0.784,-59.021,-56.213,-221.130
0.453,-0.592,0.666,-54.321,-58.289,-225.464
0.476,-0.478,0.566,-44.983,-64.880,-228.699
0.480,-0.349,0.452,-38.452,-66.223,-227.051
0.515,-0.216,0.286,-38.574,-62.195,-222.717
0.539,-0.106,0.156,-39.612,-53.650,-214.722
0.534,0.025,0.069,-41.565,-37.781,-203.552
0.564,0.174,0.021,-41.931,-23.071,-186.218
0.688,0.323,-0.022,-35.522,-11.597,-165.649
0.773,0.440,-0.088,-27.771,-3.174,-139.465
0.771,0.528,-0.198,-22.827,0.732,-110.291
0.710,0.526,-0.327,-20.508,13.062,-86.182
0.545,0.507,-0.357,-16.968,44.373,-70.862
0.616,0.481,-0.318,-12.390,76.111,-62.439
0.707,0.482,-0.135,-5.188,102.966,-61.218
0.847,0.536,0.086,2.686,122.070,-66.467
0.989,0.660,0.302,12.573,122.192,-72.144
1.076,0.766,0.531,18.127,110.718,-70.984
1.156,0.828,0.636,11.658,97.229,-63.049
1.114,0.828,0.699,-1.160,87.402,-54.871
0.965,0.843,0.745,-11.169,75.623,-48.157
0.862,0.812,0.762,-11.536,55.176,-42.725
0.790,0.780,0.718,-5.981,31.128,-39.063
0.714,0.766,0.653,2.563,11.047,-37.048
0.585,0.736,0.630,10.925,-1.038,-32.227
0.462,0.682,0.630,12.634,-5.066,-23.865
0.368,0.628,0.628,8.911,-2.930,-13.794
0.288,0.547,0.639,3.906,1.709,-4.150
0.202,0.458,0.687,-2.197,9.399,5.493
0.137,0.326,0.761,-9.644,15.808,14.648
0.075,0.195,0.789,-16.174,20.874,21.606
0.003,0.102,0.822,-13.672,23.926,22.217
-0.037,0.051,0.853,-0.305,15.320,14.343
-0.036,0.059,0.839,14.832,0.427,5.005
-0.022,0.079,0.815,23.560,-9.583,-0.244
-0.009,0.092,0.802,22.644,-7.324,1.221
-0.024,0.091,0.804,17.212,3.540,7.874
-0.033,0.067,0.839,12.390,14.343,13.672
-0.041,0.020,0.856,9.644,19.531,16.724
-0.061,0.000,0.894,10.498,20.142,17.578
-0.067,-0.020,0.921,9.827,19.409,17.456
-0.049,-0.048,0.925,5.249,20.569,18.250
-0.058,-0.072,0.956,1.465,25.818,18.982
0.001,0.154,0.794,-25.208,-28.015,-1.770
0.003,0.159,0.790,-24.719,-28.015,-1.465
0.013,0.171,0.781,-25.024,-26.794,-0.671
0.003,0.180,0.775,-25.085,-24.597,0.488
0.000,0.188,0.771,-25.452,-22.339,1.953
-0.005,0.178,0.770,-24.414,-21.912,3.174
-0.021,0.166,0.783,-22.156,-21.606,3.052
-0.031,0.169,0.792,-19.470,-21.606,1.953
-0.041,0.182,0.784,-18.494,-21.667,0.244
-0.037,0.195,0.767,-18.860,-21.973,-0.977
-0.024,0.204,0.743,-19.226,-23.010,-1.282
-0.010,0.212,0.718,-19.287,-23.926,-1.282
-0.025,0.210,0.702,-18.555,-25.635,-1.099
0.027,0.199,0.639,-17.029,-29.785,-1.099
0.111,0.188,0.636,-14.465,-33.691,-0.854
0.180,0.220,0.658,-10.559,-36.804,0.427
0.266,0.238,0.668,-8.972,-42.908,4.395
0.360,0.257,0.656,-11.353,-51.819,11.414
0.475,0.280,0.617,-15.564,-62.500,22.217
0.562,0.303,0.542,-21.240,-74.036,37.292
0.594,0.305,0.405,-29.602,-84.167,54.016
0.568,0.276,0.184,-39.795,-88.745,71.167
0.511,0.244,-0.121,-49.683,-88.806,85.144
0.456,0.259,-0.503,-55.786,-82.520,93.018
0.413,0.323,-0.931,-50.354,-70.068,94.116
0.406,0.382,-1.373,-26.184,-52.551,88.318
0.466,0.487,-1.676,16.113,-28.320,76.660
0.522,0.579,-1.756,72.571,6.348,65.979
0.554,0.584,-1.603,130.859,51.880,67.200
0.796,0.430,-1.430,170.776,87.585,76.233
0.927,0.268,-1.254,192.322,115.356,93.201
1.018,0.028,-1.059,206.848,135.254,109.924
1.022,-0.225,-0.781,215.881,156.189,119.812
1.019,-0.428,-0.466,217.224,172.913,122.437
1.032,-0.594,-0.039,219.910,182.983,119.385
1.049,-0.776,0.488,227.966,184.692,112.915
1.017,-0.960,1.073,235.168,179.443,107.910
0.970,-1.077,1.544,235.657,167.358,104.736
1.033,-1.076,1.853,225.342,152.710,108.093
1.042,-1.081,2.227,205.811,146.118,120.972
0.882,-1.167,2.502,179.260,152.222,135.315
0.657,-1.274,2.683,151.428,157.898,144.470
0.456,-1.413,2.880,127.930,153.809,148.621
0.274,-1.504,3.016,110.352,147.278,139.954
0.155,-1.419,3.138,95.642,137.451,126.038
0.011,-1.409,3.165,86.304,115.417,115.173
-0.063,-1.442,3.117,78.613,95.093,105.164
-0.287,-1.214,3.243,58.411,60.242,103.210
-0.121,-1.283,3.062,29.480,6.714,115.967
-0.471,-1.465,2.605,26.123,-24.536,79.529
-0.416,-1.423,2.322,31.433,1.953,50.049
-0.363,-1.311,2.224,31.677,44.189,40.039
-0.329,-1.335,2.258,13.245,42.419,22.522
-0.248,-1.291,2.292,-3.784,26.367,21.545
-0.181,-1.299,2.182,-8.972,16.846,9.827
-0.081,-1.244,2.139,-13.184,11.780,-4.333
-0.014,-1.238,2.155,-21.118,2.930,-11.780
0.048,-1.271,2.144,-27.405,-9.094,-18.066
0.085,-1.258,2.035,-29.236,-23.193,-28.503
0.102,-1.231,1.930,-26.123,-39.429,-39.612
0.092,-1.241,1.803,-20.752,-60.181,-48.950
0.029,-1.304,1.660,-17.212,-73.730,-57.556
-0.009,-1.373,1.566,-14.221,-73.792,-66.467
-0.070,-1.488,1.538,-15.991,-70.862,-77.393
-0.093,-1.540,1.507,-21.912,-69.519,-93.750
-0.119,-1.517,1.496,-25.574,-65.125,-109.863
-0.130,-1.536,1.500,-32.166,-54.260,-119.995
-0.115,-1.651,1.551,-42.847,-38.391,-124.329
-0.107,-1.796,1.679,-55.542,-27.649,-131.531
-0.090,-1.697,1.704,-61.279,-37.659,-148.743
-0.050,-1.605,1.617,-47.791,-72.449,-162.476
-0.016,-1.568,1.502,-23.621,-113.464,-167.175
0.083,-1.605,1.407,-3.235,-136.963,-169.189
0.071,-1.662,1.319,3.784,-137.817,-166.199
0.011,-1.853,1.276,-1.282,-125.977,-161.133
-0.089,-1.985,1.153,-16.479,-105.957,-170.044
0.004,-1.933,0.926,-38.147,-86.182,-194.885
0.152,-1.778,0.792,-47.607,-67.810,-226.135
0.365,-1.530,0.647,-46.814,-48.401,-251.160
0.554,-1.266,0.506,-50.659,-30.823,-262.756
0.822,-0.969,0.389,-62.622,-15.625,-265.137
1.134,-0.565,0.338,-72.510,-4.395,-255.188
1.297,-0.245,0.199,-79.895,-0.793,-230.957
1.277,-0.010,-0.008,-83.191,0.916,-196.533
1.231,0.070,-0.246,-80.811,-0.305,-159.180
1.065,0.040,-0.518,-74.524,-2.808,-129.333
0.923,-0.033,-0.728,-69.153,4.456,-123.047
0.888,0.071,-0.859,-67.444,18.188,-138.672
1.059,0.314,-0.825,-55.542,36.072,-165.771
1.298,0.598,-0.680,-36.987,55.786,-187.622
1.682,0.988,-0.381,-23.865,73.059,-189.087
1.953,1.380,-0.078,-15.076,74.646,-171.814
1.985,1.567,0.205,-4.578,59.387,-147.461
1.943,1.701,0.341,-2.930,39.978,-120.300
1.747,1.797,0.407,-9.399,27.527,-95.947
1.491,1.761,0.432,-13.733,21.484,-81.726
1.217,1.691,0.452,-11.597,16.846,-69.336
1.028,1.623,0.433,-10.254,14.771,-52.917
0.808,1.486,0.483,-13.428,12.878,-32.227
0.609,1.276,0.470,-19.958,10.498,-9.583
0.464,1.078,0.374,-24.780,10.803,10.071
0.268,0.867,0.306,-18.677,11.292,23.865
0.116,0.633,0.325,-4.578,11.047,32.471
0.016,0.432,0.430,12.085,9.888,33.447
-0.016,0.299,0.555,29.480,5.432,28.870
-0.059,0.161,0.677,43.823,-0.427,24.902
-0.107,0.023,0.809,51.819,-2.930,23.621
-0.144,-0.097,0.901,49.988,-3.113,24.353
-0.168,-0.207,0.931,42.297,-4.456,25.818
-0.182,-0.318,0.936,33.508,-6.531,27.771
-0.180,-0.398,0.951,24.658,-5.859,27.710
-0.163,-0.463,1.031,18.005,-3.601,24.475
-0.179,-0.457,1.135,15.076,-3.479,20.081
-0.155,-0.423,1.188,14.709,-5.005,14.404
-0.128,-0.402,1.196,16.602,-5.188,12.024
-0.121,-0.400,1.164,15.564,-4.150,11.475
-0.105,-0.377,1.093,5.615,-2.014,11.536
-0.083,-0.359,1.082,-8.789,-1.404,10.132
-0.078,-0.319,1.074,-20.081,-2.502,7.385
0.198,0.115,0.526,-50.598,-42.358,2.930
0.239,0.190,0.436,-53.345,-36.133,1.892
0.250,0.219,0.339,-54.382,-31.128,4.150
0.292,0.235,0.151,-55.359,-26.184,10.132
0.333,0.291,-0.086,-54.016,-19.958,15.503
0.361,0.356,-0.298,-44.922,-14.038,18.188
0.383,0.414,-0.448,-28.931,-4.395,22.095
0.407,0.454,-0.618,-10.559,7.446,27.100
0.399,0.450,-0.810,11.475,17.273,29.846
0.366,0.412,-0.922,38.635,25.452,31.616
0.337,0.303,-0.959,68.909,33.447,32.104
0.363,0.208,-0.931,99.792,46.326,29.846
0.419,0.112,-0.806,125.427,60.974,25.635
0.531,0.054,-0.645,137.878,75.562,22.888
0.696,0.028,-0.425,137.390,89.111,25.879
0.762,-0.051,-0.206,132.019,96.924,34.302
0.774,-0.115,-0.097,121.582,100.159,43.213
0.775,-0.210,0.044,110.962,103.210,50.781
0.694,-0.334,0.228,108.826,109.192,54.871
0.570,-0.420,0.468,111.389,115.295,55.542
0.536,-0.417,0.637,112.122,118.225,52.673
0.527,-0.377,0.767,113.953,117.310,50.232
0.506,-0.358,0.906,114.014,118.469,52.979
0.491,-0.407,1.099,109.619,125.549,59.814
0.507,-0.475,1.310,107.544,130.249,68.054
0.545,-0.617,1.603,109.741,126.343,73.547
0.544,-0.721,1.912,110.535,117.798,72.205
0.481,-0.744,2.101,104.675,109.131,66.833
0.445,-0.775,2.207,90.759,104.065,62.683
0.379,-0.773,2.195,70.984,101.013,59.204
0.316,-0.706,2.083,49.622,97.168,53.345
0.931,-0.417,2.419,33.325,89.905,51.758
0.269,-0.341,2.411,19.287,5.310,81.970
0.167,-0.734,2.111,32.471,-46.631,77.515
-0.046,-0.908,1.889,69.824,34.302,52.368
0.002,-0.891,2.060,91.248,132.202,25.574
0.073,-1.001,2.359,66.223,119.507,14.343
0.148,-1.029,2.448,36.865,87.463,30.945
0.260,-1.112,2.479,25.330,84.961,31.982
0.264,-1.082,2.657,21.667,83.923,26.062
0.359,-1.170,2.818,15.686,62.317,28.870
0.377,-1.255,2.915,8.789,36.926,29.602
0.354,-1.312,2.926,1.648,7.935,26.306
0.340,-1.372,2.812,-4.272,-19.592,19.653
0.253,-1.375,2.710,-7.324,-32.532,12.146
0.227,-1.433,2.632,-11.841,-43.945,5.066
0.194,-1.511,2.567,-17.090,-51.147,-3.845
0.169,-1.556,2.478,-24.536,-52.368,-16.785
0.159,-1.547,2.389,-32.776,-50.110,-29.114
0.124,-1.572,2.344,-43.274,-46.204,-37.842
0.129,-1.591,2.307,-56.763,-41.504,-44.678
0.145,-1.595,2.246,-70.313,-41.321,-50.354
0.116,-1.594,2.148,-78.796,-48.401,-56.152
0.119,-1.586,2.035,-81.604,-61.462,-61.707
0.109,-1.621,1.974,-77.820,-78.735,-67.444
-0.101,-1.753,1.848,-72.205,-97.717,-78.186
0.043,-1.766,1.807,-66.284,-118.286,-102.905
0.127,-1.691,1.528,-62.805,-136.902,-122.925
0.118,-1.608,1.343,-56.335,-122.253,-148.743
0.114,-1.512,1.311,-58.716,-130.432,-166.992
0.279,-1.426,1.151,-62.988,-146.790,-187.012
0.434,-1.241,1.004,-59.143,-157.349,-200.134
0.538,-1.034,0.795,-50.842,-160.889,-204.651
0.559,-0.901,0.569,-40.955,-158.142,-197.144
0.604,-0.759,0.302,-38.696,-151.428,-185.791
0.631,-0.658,0.056,-40.710,-134.033,-177.673
0.641,-0.612,-0.096,-37.537,-106.384,-173.218
0.642,-0.492,-0.281,-38.635,-74.646,-172.729
0.725,-0.418,-0.429,-39.612,-49.011,-173.523
0.791,-0.303,-0.508,-39.001,-24.902,-173.645
0.901,-0.207,-0.531,-36.743,-2.686,-172.913
1.081,-0.107,-0.580,-33.569,13.123,-174.072
1.214,0.009,-0.595,-28.137,22.644,-177.246
1.335,0.131,-0.591,-20.874,30.518,-184.326
1.466,0.274,-0.516,-11.841,41.138,-196.350
1.534,0.476,-0.300,-6.714,49.866,-211.243
1.657,0.724,-0.105,-12.146,58.960,-220.581
1.691,0.950,0.004,-26.794,59.448,-216.919
1.713,1.181,0.093,-47.913,58.594,-199.219
1.625,1.368,0.161,-70.129,62.256,-170.654
1.396,1.468,0.234,-87.341,62.622,-134.888
1.187,1.407,0.314,-100.342,56.091,-101.563
1.031,1.367,0.283,-107.910,46.997,-75.928
0.884,1.363,0.184,-97.900,31.372,-61.340
0.740,1.399,0.101,-66.101,9.338,-56.030
0.661,1.413,0.105,-23.987,-7.568,-54.382
0.671,1.341,0.240,13.184,-15.137,-48.584
0.638,1.222,0.417,32.837,-13.794,-33.752
0.604,1.037,0.530,35.400,-10.132,-14.038
0.460,0.811,0.618,30.701,-8.118,5.066
0.289,0.613,0.631,25.330,-4.211,17.212
0.141,0.438,0.624,26.428,-7.324,22.278
0.049,0.280,0.623,31.677,-12.573,22.766
-0.022,0.128,0.653,37.354,-10.986,20.508
-0.075,0.025,0.676,40.771,-7.141,16.663
-0.095,-0.066,0.688,45.288,-6.958,13.123
-0.104,-0.154,0.714,47.607,-5.615,10.864
-0.160,-0.218,0.762,46.692,2.197,9.583
-0.178,-0.257,0.830,42.419,13.000,8.423
-0.107,-0.266,0.891,32.532,24.963,7.568
-0.090,-0.238,0.962,19.287,38.513,8.362
-0.011,-0.207,1.044,7.385,52.979,7.935
0.064,-0.178,1.143,-1.892,54.321,9.644
0.093,-0.152,1.171,-5.432,52.185,7.690
0.085,-0.103,1.138,-1.282,36.743,5.493
0.113,-0.106,1.105,5.920,13.428,2.319
0.140,-0.074,1.041,9.460,2.686,-1.526
0.155,-0.094,1.058,12.085,2.808,-2.808
0.148,-0.091,1.078,11.230,4.333,-3.052
0.174,-0.077,1.073,7.385,4.333,-2.808
0.177,-0.044,1.032,2.380,3.662,0.977
0.139,-0.046,0.994,-4.395,4.761,6.470
0.088,-0.053,0.947,-11.230,7.202,8.911
0.084,-0.051,0.927,-13.794,10.193,8.911
0.093,-0.048,0.929,-11.230,12.024,5.920
0.120,-0.045,0.970,-6.348,12.817,0.977
0.169,-0.019,0.988,-1.282,13.184,-2.686
0.196,-0.012,1.009,2.014,13.000,-3.601
0.189,-0.025,1.033,1.648,13.428,-2.075
0.197,0.091,0.913,-11.841,-1.709,3.357
0.194,0.096,0.896,-14.648,-1.038,4.272
0.196,0.078,0.893,-16.541,-0.916,4.883
0.203,0.062,0.896,-17.700,-2.136,4.333
0.216,0.058,0.892,-17.883,-5.615,1.770
0.233,0.064,0.872,-15.137,-12.817,-1.892
0.268,0.065,0.832,-10.803,-23.132,-5.676
0.304,0.063,0.787,-6.104,-33.752,-9.155
0.345,0.060,0.734,-2.319,-42.664,-11.780
0.404,0.058,0.677,-1.770,-49.133,-12.085
0.470,0.062,0.623,-5.493,-52.002,-8.545
0.544,0.067,0.564,-13.672,-52.734,-1.404
0.611,0.075,0.484,-25.879,-52.307,9.338
0.674,0.102,0.392,-40.955,-52.307,22.400
0.688,0.135,0.227,-59.143,-52.246,36.926
0.745,0.154,0.035,-76.111,-49.744,49.866
0.654,0.211,-0.194,-88.135,-46.021,60.303
0.527,0.221,-0.396,-95.581,-39.917,70.679
0.271,0.353,-0.697,-97.351,-33.813,83.435
0.110,0.420,-0.965,-82.581,-29.785,86.304
0.010,0.443,-1.216,-56.152,-26.611,81.970
0.008,0.412,-1.408,-16.846,-19.531,70.984
0.054,0.347,-1.427,30.945,-0.366,55.054
0.112,0.262,-1.346,78.430,28.259,38.818
0.218,0.177,-1.172,120.361,56.274,25.452
0.344,0.073,-0.933,155.273,78.491,14.587
0.478,0.033,-0.688,181.335,94.543,8.179
0.644,-0.019,-0.385,197.876,102.905,9.460
0.771,-0.103,-0.123,204.102,103.210,18.982
0.810,-0.152,0.079,202.393,104.431,32.654
0.775,-0.244,0.366,196.960,112.427,46.997
0.733,-0.351,0.624,192.200,125.916,58.899
0.701,-0.480,0.933,190.186,140.991,64.026
0.652,-0.612,1.281,191.040,152.832,61.829
0.648,-0.713,1.570,190.552,163.330,56.580
0.641,-0.805,1.830,187.073,171.448,50.781
0.682,-0.829,2.036,178.833,170.288,46.326
0.762,-0.827,2.177,165.039,159.119,46.204
0.789,-0.842,2.312,152.832,145.874,48.462
0.778,-0.683,2.563,141.296,127.197,56.885
0.828,-0.961,2.602,125.488,90.576,80.383
0.711,-1.279,2.444,122.131,104.370,59.021
0.555,-1.102,2.719,114.868,108.887,50.110
0.623,-1.139,2.649,91.858,65.552,55.908
0.611,-1.210,2.594,76.111,58.411,51.453
0.462,-1.193,2.610,66.956,60.547,51.392
0.407,-1.294,2.656,58.899,51.514,48.462
0.399,-1.352,2.657,50.476,35.278,44.495
0.430,-1.425,2.678,41.138,27.466,39.368
0.402,-1.458,2.675,26.917,21.301,34.607
0.379,-1.484,2.616,8.667,7.690,30.334
0.374,-1.519,2.516,-6.348,-5.310,24.109
0.367,-1.550,2.435,-17.578,-16.235,15.564
0.373,-1.543,2.355,-27.039,-21.912,2.441
0.411,-1.500,2.258,-36.316,-28.748,-9.277
0.457,-1.446,2.117,-46.387,-37.964,-19.775
0.490,-1.363,1.989,-54.810,-46.082,-27.710
0.528,-1.314,1.890,-61.157,-54.626,-32.837
0.548,-1.276,1.802,-67.139,-62.988,-37.415
0.541,-1.254,1.702,-72.327,-71.777,-41.565
0.516,-1.225,1.618,-75.745,-80.505,-45.349
0.501,-1.155,1.532,-77.454,-85.022,-49.255
0.528,-1.159,1.526,-76.782,-86.975,-52.063
0.537,-1.223,1.494,-78.674,-84.229,-59.937
0.424,-1.188,1.564,-87.036,-78.796,-55.115
0.491,-1.353,1.555,-97.168,-69.946,-55.603
0.483,-1.403,1.526,-109.863,-47.974,-69.702
0.492,-1.336,1.464,-124.878,-30.396,-81.116
0.545,-1.218,1.347,-139.465,-24.902,-92.041
0.596,-1.136,1.207,-145.264,-24.475,-99.548
0.667,-1.014,1.058,-136.536,-28.503,-104.126
0.699,-0.923,0.901,-116.760,-39.490,-108.093
0.723,-0.734,0.712,-91.675,-54.565,-109.192
0.629,-0.690,0.573,-58.838,-64.514,-107.971
0.626,-0.610,0.628,-36.987,-67.810,-103.882
0.637,-0.595,0.666,-33.569,-75.684,-99.731
0.632,-0.613,0.707,-40.527,-88.501,-98.389
0.595,-0.584,0.623,-58.655,-100.342,-98.022
0.556,-0.483,0.411,-81.970,-106.812,-97.534
0.546,-0.370,0.173,-96.985,-104.614,-96.985
0.410,-0.325,0.008,-100.830,-102.722,-94.910
0.384,-0.309,-0.130,-95.581,-94.971,-97.168
0.427,-0.280,-0.250,-79.956,-83.740,-106.079
0.444,-0.242,-0.215,-55.176,-76.660,-116.882
0.485,-0.185,-0.190,-36.011,-71.777,-127.991
0.561,-0.121,-0.189,-21.667,-69.397,-142.761
0.630,-0.033,-0.200,-15.381,-68.970,-160.583
0.707,0.094,-0.270,-18.921,-58.655,-177.979
0.826,0.236,-0.323,-26.855,-37.109,-186.707
0.968,0.408,-0.331,-36.499,-6.409,-183.472
1.037,0.534,-0.199,-46.692,27.527,-172.791
1.124,0.639,-0.044,-62.195,55.359,-164.795
1.122,0.814,-0.002,-76.416,66.345,-160.278
1.198,0.950,0.044,-75.623,60.974,-153.076
1.229,1.056,0.109,-62.500,47.241,-142.761
1.211,1.188,0.200,-48.767,32.593,-133.789
1.116,1.299,0.297,-35.767,17.517,-122.253
1.015,1.322,0.346,-25.879,4.517,-105.713
0.899,1.293,0.314,-23.499,-4.578,-85.876
0.796,1.217,0.333,-23.254,-6.897,-66.589
0.708,1.131,0.375,-22.278,-3.723,-51.880
0.644,1.076,0.408,-17.944,-0.366,-40.527
0.548,0.959,0.483,-10.376,-0.488,-30.518
0.498,0.864,0.564,-4.822,-3.845,-22.644
0.427,0.759,0.615,1.953,-10.010,-17.456
0.310,0.630,0.658,8.606,-16.785,-11.353
0.251,0.527,0.650,9.033,-19.409,-5.615
0.221,0.439,0.604,8.362,-20.081,0.061
0.120,0.323,0.647,10.071,-18.005,7.568
0.051,0.241,0.691,8.362,-11.719,12.939
0.036,0.146,0.677,4.028,-5.188,16.968
0.072,0.084,0.711,-0.061,5.920,19.958
0.004,0.040,0.822,-3.723,11.597,22.034
0.057,0.003,0.823,-6.226,17.578,20.081
0.062,0.022,0.867,-1.587,10.681,16.785
0.024,-0.011,0.927,7.385,0.427,11.719
0.046,-0.011,0.934,10.742,-6.104,9.216
0.070,-0.019,0.920,10.437,-9.033,8.301
0.081,-0.024,0.906,10.315,-5.554,7.324
0.291,-0.074,1.046,-28.625,-7.080,6.287
0.293,-0.065,1.011,-34.912,-9.216,7.446
0.324,-0.050,0.969,-41.992,-11.536,10.071
0.326,-0.043,0.909,-49.011,-15.137,13.489
0.323,-0.039,0.841,-55.847,-18.005,16.357
0.307,-0.031,0.751,-62.256,-21.362,19.714
0.299,-0.023,0.659,-67.139,-25.391,21.790
0.295,-0.005,0.563,-70.557,-28.748,22.339
0.283,0.020,0.472,-72.388,-31.982,22.339
0.262,0.040,0.380,-73.486,-34.607,22.461
0.253,0.068,0.296,-73.486,-35.828,22.583
0.231,0.093,0.211,-72.571,-36.377,23.987
0.212,0.103,0.135,-71.655,-36.682,24.231
0.204,0.112,0.056,-71.228,-36.499,24.658
0.198,0.129,-0.046,-71.350,-35.583,24.048
0.186,0.163,-0.170,-70.862,-34.546,21.240
0.198,0.218,-0.271,-67.322,-33.508,17.639
0.124,0.286,-0.382,-57.312,-35.706,12.573
0.125,0.290,-0.444,-41.992,-34.973,8.972
0.157,0.301,-0.508,-24.170,-28.137,6.958
0.152,0.315,-0.553,-4.822,-20.081,3.540
0.184,0.330,-0.580,14.404,-11.841,-1.831
0.260,0.348,-0.573,34.424,-0.183,-6.470
0.315,0.402,-0.555,51.331,12.878,-6.958
