aX,aY,aZ,gX,gY,gZ
0.036,-0.556,0.949,7.385,9.094,20.081
0.034,-0.506,0.918,-1.892,18.250,17.395
0.036,-0.461,0.916,-5.127,19.653,14.771
0.028,-0.402,0.902,-1.343,15.137,11.536
0.024,-0.349,0.904,7.751,8.057,8.118
0.035,-0.324,0.925,18.677,1.160,5.432
0.056,-0.316,0.936,26.672,-4.761,3.052
0.059,-0.288,0.932,29.480,-9.705,-0.916
0.061,-0.245,0.908,29.846,-10.864,-5.188
0.065,-0.199,0.879,29.602,-10.864,-8.362
0.086,-0.189,0.877,29.053,-10.132,-10.010
0.077,-0.155,0.862,27.344,-10.559,-10.803
0.002,-1.377,1.162,-33.752,-17.151,-29.785
-0.019,-1.389,1.137,-38.147,-17.639,-43.152
-0.013,-1.381,1.112,-36.682,-18.311,-57.068
-0.011,-1.374,1.083,-31.921,-20.020,-69.824
0.000,-1.305,1.078,-28.198,-24.048,-83.740
-0.012,-1.330,1.093,-24.109,-27.100,-93.384
-0.017,-1.319,1.075,-23.010,-28.137,-104.553
-0.021,-1.319,1.089,-25.146,-28.748,-114.563
-0.039,-1.296,1.073,-27.344,-29.480,-125.916
-0.063,-1.271,1.048,-29.053,-30.396,-137.756
-0.074,-1.246,1.027,-29.114,-33.508,-149.475
-0.075,-1.233,1.020,-26.001,-39.734,-162.231
-0.049,-1.208,1.020,-20.203,-45.654,-178.101
-0.039,-1.162,1.011,-13.916,-49.561,-195.557
0.018,-1.132,1.004,-7.385,-50.049,-212.708
0.061,-1.064,0.983,-1.587,-49.866,-228.333
0.110,-1.003,0.973,2.747,-47.729,-242.065
0.213,-0.961,0.947,6.348,-42.114,-254.578
0.211,-0.922,0.956,10.925,-35.950,-264.771
0.284,-0.915,1.008,16.663,-25.452,-273.132
0.349,-0.892,1.046,17.212,-22.644,-279.907
0.450,-0.868,1.037,14.465,-23.071,-289.673
0.567,-0.825,1.037,12.329,-27.893,-297.363
0.658,-0.757,1.048,16.968,-30.334,-305.359
0.729,-0.674,1.065,25.330,-28.870,-313.965
0.772,-0.630,1.084,29.053,-30.762,-319.153
0.809,-0.565,1.081,25.879,-35.156,-320.129
0.843,-0.502,1.024,16.357,-40.283,-318.542
0.864,-0.406,0.938,3.113,-45.471,-313.721
0.917,-0.321,0.820,-9.705,-51.147,-305.969
1.056,-0.261,0.677,-18.921,-55.054,-296.387
1.242,-0.172,0.565,-22.949,-54.016,-287.537
1.375,-0.013,0.519,-22.400,-44.373,-281.738
1.465,0.199,0.497,-18.921,-29.053,-279.480
1.544,0.433,0.457,-12.451,-14.038,-278.870
1.505,0.664,0.435,-4.761,-6.531,-272.888
1.811,0.794,0.496,3.296,3.418,-252.747
1.997,0.806,0.566,12.878,13.367,-237.610
2.137,0.840,0.671,22.949,20.935,-224.243
2.317,0.936,0.819,38.513,30.518,-212.769
2.438,1.005,1.074,58.167,40.161,-202.332
2.511,1.234,1.306,69.214,42.847,-187.561
2.619,1.430,1.470,72.266,38.757,-170.593
2.743,1.642,1.559,70.862,32.837,-148.132
2.729,1.869,1.667,52.185,4.700,-117.676
2.538,2.073,1.720,18.982,-34.729,-85.571
2.249,2.176,1.742,-12.634,-68.359,-50.537
2.115,2.003,1.601,-21.973,-60.425,-21.667
2.425,1.818,1.147,-13.184,-1.831,-0.916
2.260,1.778,0.867,0.061,40.344,26.001
2.164,1.776,0.556,2.502,53.833,64.819
1.975,1.625,0.495,-8.179,24.963,99.182
1.796,1.374,0.523,-16.846,-20.508,119.507
1.686,1.182,0.586,-9.705,-54.565,141.602
1.629,1.090,0.608,9.277,-68.604,167.053
1.635,0.919,0.619,25.635,-69.824,180.481
1.589,0.774,0.699,28.931,-69.031,187.988
1.517,0.679,0.774,18.066,-69.336,198.059
1.483,0.568,0.768,-0.671,-57.617,207.092
1.345,0.454,0.725,-19.104,-43.701,215.881
1.248,0.348,0.655,-31.372,-27.954,222.778
1.142,0.251,0.597,-33.813,-13.672,226.562
1.013,0.142,0.642,-29.419,-2.930,230.957
0.845,0.051,0.670,-23.376,4.211,235.352
0.750,-0.045,0.692,-21.240,7.324,238.953
0.647,-0.065,0.703,-21.606,9.827,240.967
0.590,-0.055,0.694,-24.902,10.132,241.882
0.563,-0.032,0.614,-28.076,5.493,243.225
0.578,-0.041,0.564,-25.696,1.343,246.765
0.543,-0.135,0.582,-17.212,2.808,252.441
0.521,-0.257,0.635,-10.254,12.085,258.911
0.489,-0.339,0.669,-10.376,24.353,262.573
0.451,-0.407,0.689,-13.306,37.292,261.658
0.462,-0.489,0.738,-14.771,48.523,260.071
0.461,-0.549,0.783,-11.353,57.007,258.057
0.437,-0.670,0.856,-4.578,64.575,253.967
0.372,-0.791,0.987,3.906,72.144,249.023
0.296,-0.875,1.132,7.629,72.571,245.850
0.251,-0.934,1.246,6.897,72.632,239.075
0.209,-0.961,1.339,3.906,70.313,230.408
0.179,-0.965,1.395,-0.549,65.063,223.450
0.161,-0.975,1.408,-5.554,57.983,216.248
0.124,-1.015,1.419,-10.437,49.561,206.726
0.080,-1.054,1.437,-13.855,41.748,195.862
0.038,-1.063,1.432,-16.541,36.438,183.167
0.011,-1.028,1.382,-19.470,31.555,170.105
0.000,-1.016,1.325,-21.362,25.146,157.471
-0.038,-1.031,1.292,-21.118,20.264,146.729
-0.058,-1.064,1.280,-19.714,22.156,138.184
-0.070,-1.053,1.247,-24.475,22.034,128.357
-0.109,-1.032,1.178,-31.006,25.085,116.638
-0.075,-0.987,1.113,-34.058,27.771,106.567
-0.021,-0.955,1.085,-33.386,25.208,100.830
0.051,-0.956,1.062,-28.748,26.245,92.285
0.071,-0.934,1.071,-22.034,30.518,82.397
0.073,-0.934,1.086,-16.235,30.273,73.547
0.086,-0.932,1.099,-12.085,26.062,65.613
0.118,-0.910,1.117,-10.132,20.020,59.082
0.118,-0.876,1.125,-8.484,13.062,52.612
0.099,-0.819,1.099,-7.080,7.385,46.326
0.090,-0.784,1.057,-7.141,2.258,41.626
0.079,-0.769,1.021,-8.667,-2.258,37.720
0.061,-0.733,0.977,-10.742,-3.296,32.593
0.034,-0.670,0.941,-13.184,-1.831,25.818
0.009,-0.578,0.896,-13.550,-0.793,18.188
-0.007,-0.489,0.857,-9.644,-1.648,10.986
0.001,-0.411,0.836,-2.686,-3.662,6.165
-0.001,-0.361,0.851,3.784,-4.395,2.869
-0.015,-0.303,0.864,5.920,-3.601,0.610
0.004,-0.252,0.859,3.967,-0.732,-0.305
0.026,-0.205,0.853,2.441,2.930,-0.427
0.024,-0.175,0.855,3.418,5.554,-0.122
0.025,-0.160,0.879,5.920,7.080,0.183
0.028,-0.153,0.899,7.751,6.836,-0.183
0.041,-0.146,0.913,8.301,5.920,-2.075
0.050,-0.118,0.925,9.766,5.005,-4.883
0.070,-0.078,0.936,12.695,3.235,-8.362
0.101,-0.033,0.924,16.235,0.977,-10.559
0.113,-0.009,0.942,18.799,-1.892,-11.230
0.049,-1.115,1.262,-28.320,-8.545,-14.465
0.031,-1.156,1.246,-36.682,-14.954,-22.156
0.021,-1.192,1.193,-42.419,-22.339,-30.518
-0.003,-1.201,1.151,-45.288,-30.029,-38.757
-0.035,-1.220,1.108,-43.152,-33.569,-47.241
-0.023,-1.196,1.072,-40.161,-38.269,-57.861
-0.075,-1.195,1.046,-37.598,-39.490,-66.406
-0.087,-1.203,1.019,-35.828,-39.612,-75.500
-0.090,-1.195,0.996,-36.194,-39.001,-84.412
-0.133,-1.236,1.003,-35.583,-35.889,-94.299
-0.148,-1.274,1.022,-37.109,-31.250,-108.582
-0.182,-1.236,1.037,-39.246,-29.175,-126.770
-0.191,-1.165,1.032,-37.781,-30.396,-146.423
-0.191,-1.073,1.025,-32.104,-35.400,-164.185
-0.153,-1.024,1.016,-22.034,-40.527,-178.406
-0.052,-0.995,1.022,-11.230,-41.443,-191.467
-0.069,-0.946,1.010,-4.944,-41.016,-204.651
0.030,-0.944,0.998,-1.282,-34.790,-220.215
0.112,-0.870,0.984,-0.610,-31.067,-234.070
0.178,-0.780,0.983,-1.221,-29.541,-243.896
0.245,-0.755,1.008,0.671,-27.100,-252.930
0.278,-0.748,1.022,2.869,-24.536,-261.475
0.371,-0.736,1.018,7.446,-25.940,-271.240
0.478,-0.733,1.061,15.747,-34.973,-280.457
0.557,-0.645,1.083,28.442,-44.983,-290.100
0.556,-0.601,1.109,43.701,-51.880,-298.401
0.594,-0.548,1.089,53.711,-54.565,-302.734
0.662,-0.505,1.049,51.941,-56.274,-303.650
0.740,-0.462,1.036,41.504,-56.702,-302.856
0.830,-0.421,1.034,25.940,-54.443,-300.415
0.861,-0.326,1.000,8.362,-47.546,-294.983
0.942,-0.268,0.905,-9.460,-41.321,-289.978
1.098,-0.194,0.777,-26.672,-40.588,-284.851
1.643,-0.142,0.668,-35.889,-41.809,-279.907
1.429,0.282,0.628,-38.635,-42.969,-261.414
1.820,0.408,0.381,-24.048,-7.324,-243.530
1.931,0.547,0.431,-19.775,-18.372,-248.352
2.123,0.568,0.500,-12.634,-18.127,-260.010
2.432,0.731,0.551,10.193,-4.517,-262.573
2.580,1.010,0.744,39.551,1.770,-249.634
2.908,1.304,0.958,71.045,24.658,-221.619
3.081,1.571,1.164,87.463,21.851,-194.946
3.020,1.823,1.450,85.938,-5.493,-176.392
2.833,1.983,1.748,74.585,-29.419,-157.166
2.736,2.013,1.872,63.538,-20.569,-130.188
2.695,2.127,1.584,46.021,13.428,-85.571
2.590,2.176,1.258,11.841,10.803,-35.828
2.419,2.113,1.086,-38.940,-34.119,1.587
1.827,2.099,0.920,-89.722,-91.797,34.668
1.951,1.683,0.846,-100.220,-101.807,53.589
1.783,1.394,0.646,-61.340,-59.448,59.937
1.537,1.349,0.276,3.357,15.381,70.801
1.836,1.238,0.012,59.753,93.079,99.792
1.557,1.193,0.078,54.932,68.481,130.737
1.401,0.996,0.431,10.742,4.578,147.705
1.367,0.794,0.636,-17.212,-25.513,162.354
1.308,0.701,0.702,-17.517,-25.635,180.115
1.283,0.634,0.678,-7.446,-10.742,200.500
1.222,0.538,0.686,-2.625,-10.498,215.454
1.128,0.469,0.739,-6.592,-20.630,226.257
1.027,0.401,0.781,-13.611,-23.987,236.511
0.920,0.321,0.756,-20.569,-18.250,243.286
0.875,0.222,0.697,-25.146,-8.789,245.178
0.825,0.157,0.641,-24.780,-3.174,243.164
0.743,0.116,0.611,-20.020,-4.456,243.042
0.709,0.053,0.599,-13.062,-6.348,246.033
0.704,-0.054,0.629,-4.944,-3.967,250.916
0.641,-0.169,0.727,-1.160,2.197,255.371
0.583,-0.254,0.826,-4.028,13.611,255.920
0.537,-0.273,0.860,-12.878,22.095,256.042
0.535,-0.261,0.858,-20.691,30.090,255.432
0.538,-0.247,0.837,-21.790,34.973,254.578
0.538,-0.268,0.826,-17.761,33.630,255.798
0.524,-0.352,0.833,-9.460,31.189,257.690
0.471,-0.503,0.896,-0.977,29.541,258.240
0.435,-0.652,0.981,2.441,31.677,256.409
0.384,-0.732,1.071,-0.549,41.260,251.221
0.288,-0.755,1.138,-5.798,57.373,242.065
0.205,-0.769,1.185,-11.841,69.580,231.262
0.151,-0.767,1.193,-16.541,71.228,222.412
0.109,-0.772,1.197,-18.005,66.162,214.539
0.044,-0.832,1.237,-14.648,58.655,205.627
0.006,-0.876,1.275,-11.047,53.223,196.045
-0.035,-0.911,1.296,-9.155,49.561,183.899
-0.120,-0.899,1.324,-9.277,46.021,171.326
-0.174,-0.908,1.314,-11.536,42.908,160.522
-0.122,-0.912,1.284,-15.991,39.307,150.635
-0.116,-0.887,1.244,-21.729,33.020,140.625
-0.099,-0.896,1.231,-26.062,30.823,129.150
-0.048,-0.903,1.200,-26.611,33.691,116.638
-0.004,-0.863,1.199,-27.039,33.203,107.666
0.068,-0.882,1.243,-24.658,36.316,102.661
0.107,-0.871,1.278,-23.071,44.373,94.971
0.129,-0.839,1.300,-25.635,54.199,86.609
0.151,-0.794,1.293,-33.752,56.458,80.078
0.178,-0.733,1.266,-42.419,52.673,75.745
0.183,-0.663,1.207,-44.250,45.044,70.618
0.197,-0.619,1.146,-38.635,32.288,64.819
0.180,-0.551,1.065,-27.405,16.968,61.340
0.188,-0.527,1.011,-12.817,2.441,57.312
0.200,-0.516,0.995,1.038,-10.376,52.979
0.191,-0.502,0.984,11.963,-18.860,49.255
0.163,-0.487,0.973,19.104,-21.729,45.898
0.141,-0.469,0.951,21.851,-21.423,42.175
0.103,-0.448,0.929,22.583,-19.714,37.720
0.076,-0.439,0.935,24.170,-16.846,33.997
0.055,-0.423,0.931,25.574,-13.672,30.029
0.019,-0.411,0.951,26.550,-13.550,25.208
0.009,-0.380,0.978,26.855,-12.939,20.142
0.012,-0.327,0.988,26.733,-9.460,14.526
0.034,-0.260,0.999,24.841,-7.324,9.338
0.050,-0.205,1.009,22.034,-6.042,5.554
0.061,-0.154,1.001,20.325,-6.226,3.113
0.091,-0.107,0.985,19.714,-6.775,2.014
0.109,-0.063,0.964,19.775,-6.470,0.427
0.133,-0.015,0.963,18.494,-5.310,-1.221
0.138,0.015,0.976,16.418,-4.700,-1.831
0.141,0.021,0.984,15.137,-3.235,-2.625
0.120,0.027,0.999,13.794,-3.418,-3.357
-0.017,-1.071,1.126,-21.912,-26.489,-34.180
-0.047,-1.098,1.102,-19.592,-28.809,-42.358
-0.038,-1.083,1.087,-19.348,-32.593,-53.406
-0.067,-1.115,1.089,-18.494,-35.767,-63.416
-0.051,-1.110,1.050,-18.005,-38.208,-76.050
-0.043,-1.062,1.033,-18.250,-40.955,-88.928
-0.043,-1.043,1.039,-15.991,-41.321,-102.600
-0.049,-0.994,1.001,-13.611,-41.077,-114.380
-0.081,-0.948,1.005,-9.399,-40.527,-124.451
-0.038,-0.953,0.990,-5.371,-40.100,-135.559
-0.036,-0.958,0.997,-0.977,-41.321,-145.203
-0.028,-0.919,1.020,2.991,-40.344,-154.602
0.048,-0.931,1.062,8.423,-34.973,-166.382
0.010,-0.924,1.095,12.756,-30.884,-179.016
0.065,-0.946,1.139,15.930,-24.048,-194.885
0.097,-0.910,1.135,16.968,-24.353,-210.876
0.145,-0.849,1.164,16.663,-31.738,-222.046
0.224,-0.781,1.167,19.958,-38.025,-231.689
0.233,-0.745,1.146,27.771,-40.222,-242.737
0.267,-0.748,1.130,34.729,-40.222,-252.808
0.339,-0.749,1.138,36.438,-45.654,-259.338
0.383,-0.722,1.136,40.222,-48.157,-266.968
0.408,-0.683,1.142,47.058,-43.274,-277.039
0.421,-0.690,1.135,51.636,-38.086,-287.048
0.376,-0.687,1.118,50.598,-36.377,-294.128
0.382,-0.688,1.073,43.945,-36.133,-300.476
0.395,-0.680,1.005,34.058,-37.231,-306.030
0.423,-0.653,0.914,24.170,-38.330,-309.753
0.488,-0.624,0.845,15.930,-38.330,-312.500
0.573,-0.568,0.753,9.644,-34.607,-315.247
0.692,-0.485,0.654,3.296,-26.306,-318.115
0.849,-0.414,0.554,-3.418,-16.785,-319.763
1.018,-0.338,0.475,-10.010,-8.301,-320.740
1.228,-0.232,0.444,-12.024,2.808,-319.824
1.471,-0.110,0.406,-8.728,15.686,-319.397
1.715,0.035,0.414,-1.648,27.588,-317.139
1.961,0.172,0.486,6.409,39.063,-311.707
2.086,0.370,0.591,15.686,49.866,-293.152
2.342,0.497,0.617,22.339,67.078,-272.400
2.687,0.664,0.688,21.973,72.632,-259.338
2.940,0.925,0.894,21.851,60.913,-252.441
3.164,1.276,1.209,30.029,48.889,-237.366
3.215,1.653,1.485,41.077,43.518,-211.304
3.191,2.010,1.630,41.687,35.278,-165.344
3.061,2.300,1.641,20.447,8.057,-112.549
2.781,2.431,1.610,-17.822,-36.316,-65.613
2.589,2.325,1.642,-54.565,-67.017,-23.743
2.361,2.158,1.400,-73.853,-70.007,14.771
2.085,1.845,1.124,-65.918,-58.533,44.434
1.929,1.521,0.777,-26.917,-11.292,67.261
1.732,1.335,0.278,12.512,23.437,92.346
1.735,1.190,0.095,33.691,33.691,121.704
1.496,1.123,0.223,21.606,5.005,153.748
1.447,1.000,0.275,5.676,-4.395,171.814
1.463,0.887,0.308,2.563,4.822,185.059
1.366,0.815,0.416,1.343,3.296,198.364
1.245,0.712,0.563,-6.165,-14.160,213.196
1.267,0.531,0.670,-9.216,-24.414,225.220
1.259,0.378,0.696,-6.531,-27.100,233.276
1.187,0.247,0.719,-2.075,-26.062,234.375
1.130,0.208,0.698,-0.671,-24.231,231.812
1.070,0.262,0.627,-2.380,-24.841,232.056
1.052,0.293,0.563,-2.869,-26.917,236.328
1.031,0.289,0.504,-2.197,-24.719,242.920
1.030,0.219,0.502,0.977,-15.625,250.122
0.966,0.135,0.534,2.991,-7.080,258.301
0.938,0.015,0.598,3.418,8.789,265.076
0.865,-0.140,0.697,2.014,23.254,268.921
0.812,-0.240,0.826,1.465,33.081,269.714
0.699,-0.284,0.914,2.197,35.278,267.761
0.621,-0.338,0.964,5.493,32.837,263.428
0.558,-0.339,0.956,11.108,27.527,263.367
0.534,-0.331,0.892,15.259,17.883,267.090
0.534,-0.397,0.820,18.372,6.531,270.325
0.512,-0.531,0.811,20.569,0.427,273.865
0.467,-0.698,0.877,19.897,5.005,277.466
0.417,-0.847,0.969,14.282,19.104,276.672
0.344,-0.961,1.034,4.578,38.757,267.334
0.257,-1.001,1.141,-5.493,59.326,253.601
0.161,-1.022,1.243,-14.160,68.237,240.662
0.126,-1.028,1.301,-18.799,72.083,226.501
0.085,-1.033,1.359,-21.362,70.618,211.792
0.041,-1.008,1.433,-21.912,64.819,199.219
0.024,-0.980,1.444,-21.912,55.847,187.805
0.031,-0.955,1.419,-21.301,43.579,175.476
0.058,-0.921,1.361,-19.348,30.518,164.490
0.087,-0.869,1.279,-17.273,19.653,154.907
0.129,-0.823,1.205,-16.052,12.451,146.606
0.177,-0.848,1.172,-14.648,10.864,140.198
0.190,-0.874,1.178,-13.428,15.381,133.118
0.182,-0.875,1.186,-15.442,23.499,124.756
0.188,-0.870,1.186,-19.897,31.250,116.272
0.182,-0.860,1.186,-22.766,35.400,109.497
0.186,-0.829,1.184,-24.902,36.682,103.577
0.200,-0.772,1.152,-25.818,36.987,96.985
0.215,-0.731,1.122,-25.818,34.668,91.248
0.195,-0.711,1.123,-24.841,30.273,87.769
0.187,-0.704,1.116,-23.376,23.743,84.229
0.146,-0.701,1.108,-21.484,15.625,80.200
0.119,-0.690,1.097,-18.982,8.423,76.965
0.119,-0.701,1.081,-15.930,2.930,72.327
0.108,-0.731,1.074,-11.292,-1.648,65.369
0.071,-0.717,1.043,-4.456,-3.784,57.007
0.032,-0.699,1.000,4.822,-3.784,48.645
0.013,-0.698,0.968,12.329,-2.502,41.138
0.014,-0.696,0.964,16.357,0.793,34.119
0.025,-0.682,0.981,18.127,3.479,25.940
0.001,-0.618,0.981,17.273,0.305,17.700
0.016,-0.565,0.988,16.968,-0.427,14.160
0.043,-0.535,0.967,15.625,0.916,14.526
0.072,-0.478,0.926,10.376,2.502,14.709
0.061,-0.425,0.919,3.174,3.357,15.869
0.064,-0.387,0.911,-4.517,4.944,16.907
0.060,-0.383,0.909,-10.681,6.836,15.930
0.053,-0.362,0.914,-15.442,7.874,10.620
0.050,-0.294,0.920,-16.968,5.859,2.930
0.039,-0.184,0.918,-11.169,1.526,-3.113
0.048,-0.115,0.906,-0.793,-4.150,-6.958
0.065,-0.076,0.901,8.301,-12.329,-9.277
-0.092,-0.842,1.063,9.583,-25.635,-65.979
-0.090,-0.814,1.033,9.827,-24.170,-72.144
-0.069,-0.787,1.013,8.606,-22.278,-78.247
-0.053,-0.758,0.981,5.981,-19.043,-84.045
-0.035,-0.713,0.952,2.014,-14.893,-90.515
-0.028,-0.670,0.924,-2.869,-9.155,-98.572
-0.029,-0.643,0.904,-9.583,-2.686,-105.591
-0.037,-0.652,0.908,-17.456,5.798,-113.098
-0.001,-0.688,0.917,-22.888,12.756,-125.366
-0.022,-0.667,0.906,-22.888,13.489,-141.174
0.057,-0.624,0.899,-15.808,11.169,-157.410
0.080,-0.558,0.900,-3.601,1.221,-168.579
0.105,-0.543,0.941,10.559,-11.353,-175.598
0.157,-0.551,0.956,23.682,-18.433,-182.495
0.176,-0.559,0.974,33.508,-21.362,-189.880
0.202,-0.564,0.972,37.354,-23.987,-198.242
0.234,-0.551,0.999,36.560,-30.457,-204.224
0.250,-0.539,1.016,38.147,-31.067,-211.243
0.239,-0.546,1.032,42.297,-24.475,-219.604
0.214,-0.547,1.069,44.922,-19.043,-226.013
0.229,-0.582,1.127,45.410,-17.883,-230.408
0.247,-0.622,1.183,42.542,-17.395,-235.229
0.233,-0.654,1.248,35.217,-15.808,-242.676
0.202,-0.690,1.311,23.865,-14.893,-252.319
0.183,-0.712,1.340,11.230,-15.808,-262.634
0.192,-0.713,1.331,0.244,-19.165,-271.667
0.232,-0.723,1.292,-9.338,-26.367,-278.992
0.275,-0.705,1.214,-17.273,-35.034,-283.264
0.394,-0.707,1.106,-22.522,-40.955,-286.682
0.557,-0.723,0.987,-27.710,-43.823,-293.091
0.715,-0.690,0.878,-33.264,-41.321,-303.223
0.884,-0.654,0.788,-42.847,-33.081,-317.810
1.063,-0.644,0.703,-55.908,-23.804,-341.003
1.315,-0.508,0.573,-73.853,-14.954,-366.699
1.578,-0.189,0.417,-88.989,-13.123,-389.160
1.830,0.232,0.299,-85.876,-21.545,-393.127
2.027,0.542,0.247,-57.007,-32.471,-368.713
2.355,0.680,0.253,-15.442,-35.156,-328.491
2.665,0.811,0.349,27.039,-26.367,-286.926
2.995,1.059,0.557,63.293,-6.958,-254.517
3.181,1.345,0.866,91.736,15.808,-228.638
3.263,1.744,1.154,110.474,34.973,-199.524
3.177,2.096,1.383,113.159,41.016,-158.997
2.986,2.219,1.530,98.083,30.457,-110.352
2.799,2.201,1.492,70.923,7.935,-55.786
2.534,2.088,1.335,35.706,-28.687,-2.747
2.288,1.933,1.168,0.122,-76.172,47.913
1.986,1.749,0.957,-25.818,-121.704,93.567
1.882,1.442,0.827,-33.325,-140.076,125.366
1.604,1.166,0.674,-20.691,-137.634,140.442
1.512,0.905,0.578,7.507,-85.144,145.874
1.357,0.837,0.389,38.391,-19.958,158.813
1.254,0.762,0.488,43.579,1.404,181.580
1.147,0.657,0.597,27.466,8.606,194.275
1.165,0.519,0.749,7.690,25.513,200.989
1.162,0.415,0.846,-5.493,43.213,202.515
1.127,0.378,1.001,-20.935,34.424,208.435
1.090,0.343,1.106,-31.677,17.029,218.079
1.120,0.277,1.144,-32.043,7.690,227.112
1.169,0.222,1.129,-24.780,4.639,235.657
1.090,0.180,1.120,-19.470,-4.028,242.981
1.062,0.130,1.089,-22.339,-15.381,249.023
1.060,0.123,0.993,-24.963,-15.808,255.859
1.027,0.091,0.902,-22.522,-11.047,263.306
0.940,-0.012,0.867,-21.362,-8.728,267.212
0.828,-0.158,0.896,-23.254,-10.376,270.325
0.746,-0.271,0.927,-24.658,-8.118,274.475
0.651,-0.374,0.999,-26.733,0.061,276.367
0.549,-0.448,1.055,-29.358,9.155,274.536
0.424,-0.450,1.081,-33.264,13.428,271.423
0.367,-0.442,1.049,-37.170,12.512,267.395
0.302,-0.464,1.001,-37.415,6.287,265.015
0.242,-0.537,0.968,-32.471,1.648,265.259
0.174,-0.623,0.968,-26.245,1.709,265.503
0.119,-0.751,0.980,-23.071,7.568,263.062
0.043,-0.841,1.017,-23.865,21.301,253.540
-0.040,-0.884,1.075,-30.396,33.325,240.967
-0.098,-0.886,1.121,-37.598,43.945,225.525
-0.155,-0.884,1.169,-42.053,48.523,210.876
-0.181,-0.869,1.199,-44.373,49.561,199.951
-0.192,-0.842,1.213,-45.715,46.814,190.002
-0.190,-0.829,1.219,-44.861,40.649,179.382
-0.172,-0.821,1.207,-43.030,33.020,169.495
-0.114,-0.783,1.155,-41.931,26.917,160.767
-0.042,-0.751,1.092,-40.710,22.949,152.100
0.003,-0.731,1.046,-39.856,20.874,142.578
0.028,-0.707,1.025,-39.795,22.583,132.629
0.034,-0.693,0.994,-39.856,25.513,123.840
0.007,-0.679,1.000,-38.696,26.062,118.347
0.016,-0.706,0.981,-34.424,32.715,109.375
0.046,-0.698,0.988,-32.593,32.410,104.675
0.054,-0.697,1.021,-32.837,26.672,102.234
0.056,-0.723,1.027,-32.654,32.532,93.262
0.053,-0.732,1.001,-33.203,41.992,82.947
0.046,-0.681,0.985,-35.522,42.480,77.515
0.044,-0.652,0.990,-36.438,37.598,73.425
0.055,-0.645,0.981,-35.034,32.715,68.237
0.073,-0.633,0.969,-31.372,24.963,62.988
0.090,-0.630,0.975,-23.437,14.954,56.641
0.102,-0.625,1.006,-12.756,5.737,48.340
0.108,-0.609,1.031,-2.014,0.305,38.940
0.120,-0.568,1.049,5.920,-0.916,31.250
0.121,-0.510,1.064,9.277,-1.343,25.574
0.110,-0.464,1.063,8.972,-2.075,21.484
0.110,-0.401,1.048,5.676,-1.953,19.104
0.127,-0.373,1.025,2.441,-2.686,17.029
0.122,-0.345,1.020,1.160,-3.357,15.381
0.132,-0.299,1.012,3.113,-1.526,13.489
0.098,-0.263,1.012,7.812,1.587,12.512
0.090,-0.250,0.978,14.282,5.615,11.597
0.084,-0.219,0.978,18.066,2.014,14.465
0.099,-0.225,0.996,20.081,-0.366,15.503
0.097,-0.218,0.997,20.508,6.287,13.062
0.091,-0.197,1.006,19.226,11.780,10.986
0.075,-0.175,1.038,15.930,13.123,9.155
0.056,-0.160,1.062,14.099,12.146,5.249
0.060,-0.131,1.073,14.954,8.667,2.258
0.060,-0.101,1.075,17.883,1.404,1.343
0.062,-0.084,1.076,21.362,-3.906,0.488
-0.120,-0.801,1.000,31.372,-51.086,-67.749
-0.139,-0.799,1.010,30.334,-50.659,-76.538
-0.165,-0.798,1.001,25.757,-46.143,-85.693
-0.184,-0.788,0.996,20.935,-41.016,-95.459
-0.202,-0.781,0.973,18.005,-39.368,-105.896
-0.208,-0.753,0.945,17.090,-40.771,-116.760
-0.205,-0.719,0.897,20.813,-42.664,-128.235
-0.210,-0.670,0.841,28.442,-45.227,-139.038
-0.167,-0.656,0.818,37.720,-45.288,-148.437
-0.121,-0.638,0.804,48.340,-42.297,-158.630
-0.085,-0.613,0.831,55.420,-42.053,-166.077
-0.059,-0.602,0.869,59.448,-37.231,-173.523
-0.031,-0.566,0.878,59.082,-25.940,-182.739
0.010,-0.531,0.911,55.298,-15.198,-191.101
0.018,-0.513,0.949,51.208,-9.277,-196.960
0.032,-0.511,1.001,47.974,-7.019,-200.134
0.056,-0.505,1.037,50.415,-2.563,-205.750
0.058,-0.488,1.050,57.922,1.221,-212.769
0.023,-0.492,1.078,66.223,-2.258,-218.689
0.010,-0.499,1.105,71.777,-10.071,-223.389
-0.003,-0.491,1.114,73.792,-16.541,-228.516
-0.012,-0.502,1.109,72.205,-20.813,-233.765
-0.002,-0.516,1.085,66.101,-24.353,-236.267
0.035,-0.527,1.050,56.702,-25.818,-237.366
0.105,-0.532,1.023,46.021,-23.193,-239.563
0.173,-0.512,0.989,33.386,-17.456,-243.591
0.235,-0.472,0.959,19.592,-9.399,-248.657
0.302,-0.405,0.920,8.911,-1.648,-254.883
0.417,-0.312,0.882,2.563,2.136,-259.949
0.512,-0.221,0.831,-0.305,-1.465,-260.742
0.611,-0.164,0.762,-0.916,-3.723,-259.644
0.765,-0.082,0.659,-0.732,-2.625,-256.836
0.965,0.022,0.565,-0.183,2.869,-252.991
1.138,0.106,0.534,-0.183,14.832,-250.732
1.308,0.207,0.551,0.000,32.410,-249.146
1.476,0.381,0.635,0.366,52.246,-245.361
1.625,0.582,0.761,0.427,68.359,-238.464
1.744,0.751,0.906,-0.427,76.904,-230.408
1.862,0.914,1.016,-0.305,79.163,-219.666
1.962,1.079,1.093,4.089,76.294,-203.918
